gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
male,0,no,no,41,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,bank_transfer_(automatic),25.25,996.45
male,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,21.2,52.05
female,0,no,no,31,no,no_phone_service,dsl,yes,yes,no,yes,no,yes,two_year,yes,bank_transfer_(automatic),49.85,1520.1
female,0,yes,yes,24,yes,yes,dsl,yes,yes,no,no,yes,yes,one_year,no,electronic_check,78.4,1832.4
female,0,no,no,14,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,no,electronic_check,75.35,1025.95
male,1,no,no,8,yes,no,fiber_optic,yes,no,no,yes,yes,yes,month-to-month,no,credit_card_(automatic),100.3,832.35
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,81.95,81.95
female,0,yes,yes,39,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,credit_card_(automatic),51.05,2066.0
female,0,no,no,23,yes,no,fiber_optic,no,yes,no,yes,no,no,month-to-month,yes,mailed_check,79.1,1783.75
male,0,yes,yes,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.65,225.75
male,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.0,94.0
male,1,no,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.65,1766.75
male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two_year,no,credit_card_(automatic),81.0,5750.0
female,1,no,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,mailed_check,89.85,6293.45
male,0,yes,yes,62,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic_check,105.5,6487.2
female,0,no,no,57,yes,yes,fiber_optic,no,yes,no,yes,no,yes,one_year,no,electronic_check,94.7,5468.95
male,0,no,no,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_(automatic),20.65,595.5
female,0,yes,yes,46,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,24.95,1165.9
male,0,yes,no,60,yes,no,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,electronic_check,94.4,5610.25
male,1,yes,no,19,no,no_phone_service,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit_card_(automatic),34.3,577.15
male,0,no,no,2,yes,no,fiber_optic,no,no,yes,yes,no,no,month-to-month,yes,electronic_check,79.85,152.45
female,0,no,no,45,yes,yes,dsl,yes,no,no,yes,no,yes,two_year,no,mailed_check,73.55,3349.1
male,0,yes,no,42,yes,yes,dsl,yes,no,no,no,no,no,one_year,no,credit_card_(automatic),56.1,2386.85
female,0,yes,no,28,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,25.55,672.2
male,0,yes,no,30,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.7,587.1
male,0,no,no,20,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,no,electronic_check,78.8,1641.3
male,1,no,no,71,no,no_phone_service,dsl,yes,yes,no,no,yes,yes,one_year,yes,electronic_check,56.45,3985.35
female,1,no,no,2,no,no_phone_service,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic_check,30.4,78.65
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.9,69.9
male,0,yes,yes,24,yes,yes,dsl,yes,no,yes,yes,yes,yes,one_year,yes,mailed_check,84.8,1990.5
male,1,yes,yes,68,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),107.15,7379.8
male,0,no,no,8,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),84.5,662.65
male,0,no,no,20,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed_check,98.55,2031.95
male,0,no,yes,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,90.85,90.85
male,0,no,no,36,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_(automatic),20.35,695.85
female,1,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.2,79.2
female,0,yes,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.85,146.6
female,0,yes,yes,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,18.8,251.25
female,0,yes,yes,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.7,1396.9
female,0,yes,no,55,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),94.45,5073.1
female,0,yes,no,64,yes,no,dsl,no,yes,yes,yes,no,yes,two_year,yes,mailed_check,68.3,4378.8
male,1,yes,no,37,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),72.25,2575.45
male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),45.8,436.2
female,1,no,no,14,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,78.95,1101.85
female,0,no,no,60,no,no_phone_service,dsl,yes,no,yes,no,no,yes,one_year,yes,electronic_check,44.45,2773.9
male,0,no,no,28,yes,no,fiber_optic,no,no,yes,yes,no,yes,month-to-month,no,electronic_check,91.0,2626.15
male,0,yes,no,64,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),102.45,6654.1
female,0,no,no,50,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,95.7,4729.75
male,0,no,yes,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.95,58.3
male,0,no,no,45,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank_transfer_(automatic),103.65,4747.85
female,0,yes,yes,64,yes,yes,dsl,no,yes,no,no,no,no,one_year,yes,bank_transfer_(automatic),53.85,3399.85
male,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic_check,55.25,55.25
male,0,yes,no,44,yes,no,fiber_optic,no,no,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),90.65,3974.15
female,0,yes,yes,4,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,80.85,302.75
female,0,yes,no,4,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,25.15,99.95
male,0,yes,yes,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.05,400.0
female,0,no,no,8,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,49.85,365.55
male,0,yes,no,69,yes,no,dsl,yes,yes,no,no,no,no,one_year,yes,credit_card_(automatic),53.65,3804.4
female,0,no,no,24,yes,yes,fiber_optic,yes,no,no,yes,no,no,month-to-month,yes,electronic_check,84.35,1938.05
male,0,yes,yes,18,yes,no,fiber_optic,no,no,no,yes,no,yes,month-to-month,yes,electronic_check,85.6,1601.5
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,71.55,71.55
male,0,no,no,14,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.9,283.75
female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),117.5,8670.1
female,0,no,no,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),44.05,202.15
male,0,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),20.25,327.45
male,0,yes,yes,35,yes,yes,dsl,no,no,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),73.45,2661.1
female,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.4,63.15
female,0,no,yes,1,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.35,79.35
male,0,yes,no,64,yes,yes,dsl,no,yes,no,yes,no,yes,one_year,yes,mailed_check,70.15,4480.7
male,0,no,no,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.5,128.6
female,0,no,no,26,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit_card_(automatic),54.75,1406.9
female,0,no,no,5,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,credit_card_(automatic),81.0,389.6
male,1,no,no,19,yes,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,yes,electronic_check,87.3,1637.3
male,0,yes,no,49,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),99.05,4853.75
male,1,no,no,16,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,86.6,1281.0
male,1,yes,no,54,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,110.45,6077.75
male,0,yes,yes,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,45.25,155.35
male,0,yes,no,70,yes,yes,fiber_optic,no,yes,yes,no,yes,no,one_year,yes,bank_transfer_(automatic),95.0,6602.9
female,0,yes,no,45,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.5,1121.05
female,0,no,yes,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),20.05,471.7
female,0,no,no,71,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,credit_card_(automatic),106.75,7283.25
male,0,no,no,35,yes,no,fiber_optic,yes,no,no,yes,no,yes,one_year,yes,electronic_check,89.2,3251.3
female,0,no,no,15,yes,no,dsl,no,no,no,no,yes,no,one_year,no,mailed_check,56.15,931.9
female,0,yes,no,20,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),69.8,1540.35
female,0,yes,yes,70,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.8,1378.75
female,0,no,no,49,yes,no,dsl,no,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),74.45,3721.9
female,0,no,no,4,no,no_phone_service,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed_check,35.0,135.75
female,0,no,yes,26,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,49.5,1265.65
female,0,no,no,42,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,20.65,958.1
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.25,20.25
male,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,44.15,92.65
male,0,yes,yes,70,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.35,1458.1
female,1,no,no,13,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic_check,100.8,1308.1
male,0,yes,no,5,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.35,126.05
female,0,no,no,37,yes,yes,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,credit_card_(automatic),78.9,2976.95
male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,45.85,45.85
female,0,yes,yes,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),82.0,5999.85
female,1,yes,yes,57,yes,no,fiber_optic,no,yes,yes,yes,yes,no,month-to-month,yes,credit_card_(automatic),95.3,5567.45
male,0,no,no,48,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.95,1004.5
male,0,yes,yes,49,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,99.8,4872.45
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.5,20.5
male,0,yes,no,62,yes,yes,fiber_optic,yes,yes,no,no,no,yes,one_year,no,electronic_check,96.1,6001.45
female,0,yes,no,8,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,credit_card_(automatic),85.2,627.4
male,1,no,no,37,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,101.1,3744.05
female,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.85,63.75
female,1,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,71.15,71.15
female,0,no,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),20.3,246.3
female,0,no,no,11,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,bank_transfer_(automatic),64.05,733.95
male,0,no,no,4,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,no,electronic_check,78.45,330.05
female,0,no,no,4,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),82.85,319.6
male,0,no,no,19,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,no,electronic_check,59.55,1144.6
male,1,no,no,47,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,credit_card_(automatic),86.05,3865.6
female,0,no,no,38,yes,no,fiber_optic,no,yes,yes,yes,no,no,month-to-month,yes,credit_card_(automatic),84.25,3264.5
male,0,no,no,41,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.15,802.35
male,0,yes,yes,43,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),104.3,4451.85
male,0,no,no,1,yes,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,yes,mailed_check,84.6,84.6
female,0,no,no,13,yes,yes,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,electronic_check,84.45,1058.6
male,0,no,no,18,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,80.65,1451.9
male,0,yes,yes,29,no,no_phone_service,dsl,yes,yes,yes,yes,no,yes,one_year,yes,credit_card_(automatic),55.35,1636.95
male,0,yes,no,3,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,25.0,78.25
male,0,no,no,15,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic_check,99.7,1566.75
female,0,yes,yes,4,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed_check,58.5,224.85
male,1,yes,no,33,no,no_phone_service,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,electronic_check,50.0,1750.85
female,1,no,no,67,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,54.9,3725.5
male,0,yes,yes,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,20.2,917.45
male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),89.85,6562.9
female,0,no,no,1,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,25.7,25.7
male,0,no,no,5,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),94.85,462.8
female,0,no,no,50,yes,yes,dsl,no,yes,no,yes,yes,yes,two_year,yes,mailed_check,79.6,4024.2
female,0,yes,no,69,yes,yes,fiber_optic,yes,no,no,no,yes,yes,two_year,no,bank_transfer_(automatic),99.15,6875.35
male,0,no,no,11,no,no_phone_service,dsl,no,no,yes,no,yes,no,one_year,yes,electronic_check,41.6,470.6
female,0,yes,yes,23,yes,no,dsl,yes,yes,yes,yes,no,no,one_year,yes,mailed_check,66.25,1533.8
male,0,no,yes,40,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),20.4,854.9
female,0,yes,no,41,no,no_phone_service,dsl,no,yes,no,yes,no,no,one_year,no,mailed_check,35.45,1391.65
male,0,no,no,1,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,no,mailed_check,62.05,62.05
female,0,yes,no,7,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,86.5,582.5
female,0,yes,yes,7,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.0,506.9
female,0,yes,yes,44,yes,yes,fiber_optic,no,yes,yes,no,no,yes,one_year,no,electronic_check,94.4,4295.35
female,1,yes,no,24,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,93.55,2264.05
female,0,yes,yes,17,yes,yes,fiber_optic,yes,no,yes,no,yes,no,month-to-month,no,electronic_check,94.4,1607.2
female,0,yes,yes,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.5,1500.95
male,0,no,no,63,yes,yes,dsl,yes,no,yes,yes,no,yes,two_year,yes,bank_transfer_(automatic),71.9,4479.2
male,0,yes,yes,30,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,no,electronic_check,85.45,2509.95
female,0,yes,yes,69,yes,yes,fiber_optic,no,yes,no,yes,no,yes,two_year,yes,bank_transfer_(automatic),93.3,6398.05
male,0,yes,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),20.0,49.65
male,0,no,no,30,yes,yes,fiber_optic,no,no,no,yes,no,yes,month-to-month,yes,credit_card_(automatic),89.9,2723.15
female,0,yes,yes,67,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),112.35,7388.45
male,0,no,no,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),19.6,471.85
male,0,no,no,3,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed_check,50.25,152.3
male,0,no,no,29,no,no_phone_service,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,35.6,1072.6
male,0,yes,yes,22,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),75.0,1573.95
female,0,no,yes,9,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),69.4,571.45
female,0,yes,yes,42,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.0,833.55
male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,45.55,402.6
female,0,no,no,1,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,electronic_check,54.9,54.9
female,0,no,no,4,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,no,bank_transfer_(automatic),77.95,305.55
male,0,no,no,46,no,no_phone_service,dsl,yes,no,no,no,no,no,one_year,yes,bank_transfer_(automatic),30.75,1489.3
male,0,no,no,14,yes,yes,fiber_optic,no,no,no,yes,yes,no,month-to-month,yes,electronic_check,89.95,1178.4
female,0,yes,yes,72,yes,no,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),109.5,7854.9
male,0,no,no,10,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.0,740.0
female,0,yes,no,42,yes,no,fiber_optic,no,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),99.0,4135.0
female,0,no,yes,53,yes,yes,dsl,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,84.6,4449.75
male,0,yes,yes,47,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,99.35,4749.15
male,0,no,no,14,no,no_phone_service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,50.75,712.75
male,1,yes,no,65,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,yes,electronic_check,100.75,6674.65
male,1,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,two_year,yes,bank_transfer_(automatic),93.05,6735.05
male,0,yes,yes,49,no,no_phone_service,dsl,no,yes,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),51.8,2541.25
female,0,yes,yes,45,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),24.65,1138.8
male,0,no,no,1,yes,no,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,electronic_check,75.9,75.9
male,0,yes,yes,71,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,two_year,no,electronic_check,105.55,7405.5
female,0,yes,no,42,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,50.25,2203.65
male,1,yes,no,22,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),89.75,1938.9
female,0,no,no,5,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,electronic_check,64.35,352.65
male,1,no,yes,38,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,mailed_check,80.45,3162.65
male,0,no,no,58,yes,yes,fiber_optic,no,no,no,yes,no,no,month-to-month,no,bank_transfer_(automatic),80.65,4807.35
male,0,no,no,18,no,no_phone_service,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed_check,33.6,550.35
female,0,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,24.9,1859.2
male,0,yes,no,17,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),80.5,1336.9
female,0,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.0,109.2
female,0,no,yes,4,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,mailed_check,57.2,223.75
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),69.7,69.7
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.05,70.05
male,1,no,no,27,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,81.45,2122.05
female,0,yes,yes,30,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.3,602.9
male,1,yes,yes,35,yes,no,dsl,no,yes,no,yes,yes,yes,month-to-month,yes,electronic_check,76.05,2747.2
male,0,no,no,47,yes,yes,fiber_optic,yes,yes,no,yes,yes,no,month-to-month,no,mailed_check,100.75,4669.2
male,0,no,no,7,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed_check,51.0,354.05
female,0,no,no,11,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,64.9,716.1
male,0,no,no,22,no,no_phone_service,dsl,no,no,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),56.75,1304.85
male,0,no,no,54,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),87.1,4735.2
female,1,yes,yes,28,no,no_phone_service,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic_check,35.9,973.65
female,1,no,no,2,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,no,electronic_check,89.5,161.5
male,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),35.25,35.25
female,0,no,no,7,no,no_phone_service,dsl,no,yes,no,no,no,yes,month-to-month,yes,credit_card_(automatic),40.1,293.3
female,0,yes,yes,5,no,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic_check,30.5,167.2
male,0,yes,no,5,yes,yes,fiber_optic,yes,no,no,no,no,yes,month-to-month,yes,electronic_check,89.15,413.25
female,0,yes,yes,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.65,494.9
female,0,no,no,11,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,25.2,245.15
male,0,yes,yes,69,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),114.35,7665.8
female,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.85,62.9
female,0,yes,yes,39,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,24.2,914.6
female,1,no,no,4,yes,yes,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,electronic_check,89.2,346.2
female,0,yes,no,4,no,no_phone_service,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,29.05,129.6
male,0,no,no,20,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,credit_card_(automatic),70.55,1493.55
female,0,yes,no,64,yes,yes,fiber_optic,yes,no,yes,no,yes,no,two_year,yes,credit_card_(automatic),94.6,5948.7
male,0,yes,yes,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,20.15,341.35
male,0,no,no,22,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.25,566.5
female,0,no,no,13,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,70.15,886.7
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.9,19.9
